Date,Open,High,Low,Close,Adj Close,Volume
2019-05-10,1168.839966,1176.280029,1146.369995,1167.640015,1167.640015,1582500
2019-05-13,1145.239990,1151.969971,1125.500000,1136.589966,1136.589966,2281300
2019-05-14,1142.319946,1144.869995,1123.530029,1124.859985,1124.859985,2019600
2019-05-15,1122.550049,1178.300049,1121.400024,1170.800049,1170.800049,2965100
2019-05-16,1171.839966,1194.160034,1168.449951,1184.500000,1184.500000,1765400
2019-05-17,1175.829956,1186.290039,1166.420044,1168.780029,1168.780029,1268100
2019-05-20,1153.000000,1153.000000,1138.140015,1144.660034,1144.660034,1530100
2019-05-21,1154.479980,1158.000000,1143.310059,1154.439941,1154.439941,1028100
2019-05-22,1151.250000,1163.780029,1151.000000,1155.849976,1155.849976,941300
2019-05-23,1146.069946,1150.050049,1133.160034,1145.339966,1145.339966,1260700
2019-05-24,1152.000000,1154.359985,1136.709961,1138.609985,1138.609985,927700
2019-05-28,1141.479980,1156.489990,1138.670044,1139.560059,1139.560059,1047400
2019-05-29,1132.699951,1135.000000,1111.949951,1119.939941,1119.939941,1811500
2019-05-30,1120.150024,1126.800049,1115.900024,1121.410034,1121.410034,904400
2019-05-31,1105.640015,1113.400024,1103.349976,1106.500000,1106.500000,1579100
2019-06-03,1066.930054,1067.000000,1027.030029,1038.739990,1038.739990,4844500
2019-06-04,1044.489990,1058.439941,1036.030029,1054.489990,1054.489990,3025600
2019-06-05,1055.000000,1056.810059,1033.000000,1044.640015,1044.640015,2349400
2019-06-06,1046.209961,1050.000000,1035.510010,1047.760010,1047.760010,1451000
2019-06-07,1054.280029,1073.430054,1051.150024,1068.369995,1068.369995,2191400
2019-06-10,1077.000000,1094.839966,1075.280029,1082.760010,1082.760010,1425500
2019-06-11,1096.989990,1104.010010,1079.569946,1081.040039,1081.040039,1675400
2019-06-12,1079.949951,1082.520020,1069.599976,1079.099976,1079.099976,1183500
2019-06-13,1084.709961,1096.589966,1082.569946,1091.010010,1091.010010,1040700
2019-06-14,1089.739990,1094.760010,1081.479980,1086.300049,1086.300049,1229100
2019-06-17,1089.099976,1101.280029,1088.000000,1093.890015,1093.890015,988500
2019-06-18,1111.500000,1118.780029,1100.790039,1105.239990,1105.239990,1726300
2019-06-19,1107.239990,1109.430054,1096.030029,1104.510010,1104.510010,1335700
2019-06-20,1121.699951,1122.719971,1107.000000,1113.199951,1113.199951,1200900
2019-06-21,1109.859985,1126.569946,1109.719971,1125.369995,1125.369995,2538700
2019-06-24,1120.000000,1123.569946,1113.310059,1116.699951,1116.699951,1211800
2019-06-25,1115.079956,1115.699951,1084.599976,1087.579956,1087.579956,1582200
2019-06-26,1091.000000,1095.119995,1073.689941,1080.319946,1080.319946,1734900
2019-06-27,1086.750000,1088.459961,1075.849976,1076.630005,1076.630005,1203900
2019-06-28,1077.229980,1082.800049,1073.800049,1082.800049,1082.800049,1683600
2019-07-01,1101.040039,1108.589966,1095.329956,1100.000000,1100.000000,1459800
2019-07-02,1104.829956,1112.890015,1099.670044,1112.599976,1112.599976,1031500
2019-07-03,1118.500000,1127.989990,1114.849976,1122.989990,1122.989990,1007700
2019-07-05,1119.369995,1134.650024,1117.500000,1132.670044,1132.670044,1489700
2019-07-08,1125.869995,1127.209961,1111.760010,1116.790039,1116.790039,1494400
2019-07-09,1110.319946,1127.859985,1107.150024,1124.290039,1124.290039,1473600
2019-07-10,1132.319946,1142.339966,1130.660034,1140.910034,1140.910034,1535500
2019-07-11,1146.160034,1153.239990,1139.530029,1144.079956,1144.079956,1300200
2019-07-12,1142.930054,1147.500000,1138.560059,1145.339966,1145.339966,1093900
2019-07-15,1145.339966,1150.680054,1140.000000,1150.510010,1150.510010,1058200
2019-07-16,1146.729980,1158.579956,1146.729980,1153.459961,1153.459961,1267600
2019-07-17,1150.920044,1158.439941,1146.619995,1146.739990,1146.739990,976900
2019-07-18,1142.000000,1148.170044,1132.859985,1147.239990,1147.239990,1273800
2019-07-19,1149.319946,1151.579956,1131.250000,1131.550049,1131.550049,1159200
2019-07-22,1135.469971,1140.020020,1125.209961,1139.209961,1139.209961,1445700
2019-07-23,1143.449951,1148.859985,1132.849976,1148.050049,1148.050049,1032400
2019-07-24,1132.619995,1145.459961,1128.510010,1139.729980,1139.729980,1359600
2019-07-25,1138.949951,1143.589966,1123.709961,1135.939941,1135.939941,2738100
2019-07-26,1228.000000,1268.390015,1228.000000,1245.219971,1245.219971,6060800
2019-07-29,1242.500000,1248.989990,1230.199951,1241.839966,1241.839966,2069100
2019-07-30,1227.000000,1236.910034,1225.319946,1228.000000,1228.000000,1430800
2019-07-31,1224.869995,1234.910034,1208.180054,1218.199951,1218.199951,1998000
2019-08-01,1217.630005,1236.300049,1207.000000,1211.780029,1211.780029,1771300
2019-08-02,1203.000000,1209.500000,1190.000000,1196.319946,1196.319946,1745500
2019-08-05,1172.969971,1176.880005,1142.750000,1154.750000,1154.750000,2392000
2019-08-06,1165.520020,1181.400024,1161.530029,1171.079956,1171.079956,1800700
2019-08-07,1157.800049,1179.869995,1150.839966,1175.910034,1175.910034,1534300
2019-08-08,1186.430054,1206.280029,1174.000000,1206.189941,1206.189941,1505800
2019-08-09,1199.989990,1204.459961,1184.890015,1188.900024,1188.900024,1020900
2019-08-12,1180.000000,1185.609985,1168.719971,1174.500000,1174.500000,1103200
2019-08-13,1174.349976,1205.430054,1172.989990,1196.729980,1196.729980,1421700
2019-08-14,1176.069946,1182.790039,1161.069946,1164.250000,1164.250000,1771500
2019-08-15,1168.430054,1176.420044,1163.000000,1169.319946,1169.319946,1425300
2019-08-16,1180.790039,1183.839966,1173.000000,1179.209961,1179.209961,1245800
2019-08-19,1191.829956,1209.390015,1190.400024,1200.439941,1200.439941,1222500
2019-08-20,1195.349976,1198.000000,1183.050049,1183.530029,1183.530029,1010300
2019-08-21,1195.819946,1200.560059,1187.920044,1191.579956,1191.579956,707600
2019-08-22,1193.800049,1198.780029,1178.910034,1191.520020,1191.520020,867600
2019-08-23,1185.170044,1195.670044,1150.000000,1153.579956,1153.579956,1812700
2019-08-26,1159.449951,1171.859985,1154.849976,1171.180054,1171.180054,1058300
2019-08-27,1183.000000,1185.000000,1164.560059,1170.819946,1170.819946,1173000
2019-08-28,1164.869995,1178.500000,1160.250000,1173.750000,1173.750000,840500
2019-08-29,1186.420044,1199.189941,1185.280029,1194.239990,1194.239990,981800
2019-08-30,1200.349976,1200.349976,1185.719971,1190.530029,1190.530029,903200
2019-09-03,1181.849976,1189.079956,1163.709961,1169.550049,1169.550049,1295400
2019-09-04,1179.449951,1184.880005,1171.530029,1182.270020,1182.270020,1065600
2019-09-05,1193.660034,1214.000000,1192.689941,1212.189941,1212.189941,1319700
2019-09-06,1209.140015,1212.949951,1203.260010,1206.319946,1206.319946,948600
2019-09-09,1207.079956,1220.550049,1193.170044,1205.270020,1205.270020,1592700
2019-09-10,1196.089966,1210.000000,1196.010010,1205.699951,1205.699951,1396100
2019-09-11,1203.890015,1222.469971,1202.280029,1220.000000,1220.000000,1176100
2019-09-12,1223.469971,1242.420044,1222.560059,1234.969971,1234.969971,1582200
2019-09-13,1232.109985,1241.050049,1227.079956,1240.030029,1240.030029,1183800
2019-09-16,1230.439941,1239.020020,1225.189941,1231.630005,1231.630005,1410900
2019-09-17,1231.630005,1235.000000,1223.349976,1229.880005,1229.880005,1040300
2019-09-18,1230.239990,1236.239990,1216.469971,1232.650024,1232.650024,872000
2019-09-19,1232.319946,1244.339966,1232.310059,1238.750000,1238.750000,827700
2019-09-20,1233.640015,1242.800049,1223.579956,1229.839966,1229.839966,1884600
2019-09-23,1226.569946,1239.680054,1223.780029,1234.689941,1234.689941,1039900
2019-09-24,1240.000000,1247.109985,1210.640015,1218.329956,1218.329956,1790200
2019-09-25,1216.010010,1248.020020,1209.199951,1245.939941,1245.939941,1339900
2019-09-26,1242.140015,1244.670044,1231.819946,1242.290039,1242.290039,1158300
2019-09-27,1242.829956,1244.989990,1215.199951,1225.949951,1225.949951,1706100
2019-09-30,1220.599976,1227.410034,1213.420044,1221.140015,1221.140015,1223500
2019-10-01,1222.489990,1232.859985,1205.550049,1206.000000,1206.000000,1225200
2019-10-02,1196.500000,1198.760010,1172.630005,1177.920044,1177.920044,1651500
2019-10-03,1183.339966,1191.000000,1163.140015,1189.430054,1189.430054,1418400
2019-10-04,1194.290039,1212.459961,1190.969971,1210.959961,1210.959961,1214100
2019-10-07,1207.000000,1218.910034,1204.359985,1208.250000,1208.250000,852000
2019-10-08,1198.770020,1206.869995,1189.479980,1190.130005,1190.130005,1004300
2019-10-09,1201.329956,1208.459961,1198.119995,1202.400024,1202.400024,797400
2019-10-10,1198.599976,1215.619995,1197.859985,1209.469971,1209.469971,642100
2019-10-11,1224.030029,1228.750000,1213.640015,1215.709961,1215.709961,1116500
2019-10-14,1213.890015,1225.880005,1211.880005,1217.770020,1217.770020,664800
2019-10-15,1221.500000,1247.130005,1220.920044,1242.239990,1242.239990,1379200
2019-10-16,1241.810059,1254.189941,1238.530029,1243.000000,1243.000000,1149300
2019-10-17,1251.400024,1263.750000,1249.869995,1252.800049,1252.800049,1047900
2019-10-18,1254.689941,1258.109985,1240.140015,1244.410034,1244.410034,1581200
2019-10-21,1248.699951,1253.510010,1239.989990,1244.280029,1244.280029,904700
2019-10-22,1244.479980,1248.729980,1239.849976,1241.199951,1241.199951,1143100
2019-10-23,1240.209961,1258.040039,1240.209961,1257.630005,1257.630005,1064100
2019-10-24,1259.109985,1262.900024,1252.349976,1259.109985,1259.109985,1011200
2019-10-25,1252.000000,1268.000000,1249.150024,1264.300049,1264.300049,1352200
2019-10-28,1275.000000,1299.239990,1272.310059,1288.979980,1288.979980,3271400
2019-10-29,1276.000000,1280.800049,1255.609985,1260.660034,1260.660034,2632700
2019-10-30,1255.150024,1268.020020,1250.650024,1260.699951,1260.699951,1460200
2019-10-31,1260.000000,1266.520020,1249.479980,1258.800049,1258.800049,1595000
2019-11-01,1265.800049,1273.000000,1259.709961,1272.250000,1272.250000,1440600
2019-11-04,1276.109985,1292.500000,1276.109985,1289.609985,1289.609985,1531600
2019-11-05,1291.199951,1297.239990,1289.380005,1291.439941,1291.439941,1257100
2019-11-06,1290.089966,1292.989990,1282.270020,1291.010010,1291.010010,1231300
2019-11-07,1294.280029,1322.650024,1293.750000,1306.939941,1306.939941,2257000
2019-11-08,1301.520020,1317.109985,1301.520020,1309.000000,1309.000000,1519600
2019-11-11,1304.000000,1304.900024,1295.869995,1298.280029,1298.280029,861700
2019-11-12,1298.569946,1309.349976,1294.239990,1297.209961,1297.209961,1442600
2019-11-13,1293.180054,1302.520020,1292.150024,1296.180054,1296.180054,1026900
2019-11-14,1295.000000,1315.719971,1293.939941,1309.150024,1309.150024,1447400
2019-11-15,1315.050049,1333.540039,1311.890015,1333.540039,1333.540039,1964300
2019-11-18,1332.339966,1333.920044,1316.160034,1319.839966,1319.839966,1399200
2019-11-19,1326.630005,1326.630005,1311.770020,1312.589966,1312.589966,1093200
2019-11-20,1311.359985,1313.209961,1289.209961,1301.859985,1301.859985,1444600
2019-11-21,1299.250000,1311.119995,1290.750000,1300.140015,1300.140015,1277100
2019-11-22,1303.000000,1306.900024,1289.359985,1293.670044,1293.670044,1388800
2019-11-25,1296.260010,1310.410034,1295.609985,1305.640015,1305.640015,1179500
2019-11-26,1309.910034,1314.010010,1304.040039,1313.000000,1313.000000,1095500
2019-11-27,1315.420044,1317.640015,1309.469971,1312.130005,1312.130005,940400
2019-11-29,1306.599976,1309.949951,1303.229980,1304.089966,1304.089966,640100
2019-12-02,1302.560059,1305.439941,1280.380005,1288.859985,1288.859985,1326900
2019-12-03,1278.660034,1297.229980,1277.050049,1294.739990,1294.739990,1263500
2019-12-04,1306.099976,1324.270020,1303.050049,1318.939941,1318.939941,1775300
2019-12-05,1327.000000,1327.979980,1314.319946,1326.959961,1326.959961,1220400
2019-12-06,1332.750000,1342.469971,1331.229980,1339.390015,1339.390015,1648400
2019-12-09,1338.859985,1357.550049,1336.069946,1342.989990,1342.989990,1542100
2019-12-10,1339.939941,1348.000000,1334.000000,1342.890015,1342.890015,880300
2019-12-11,1348.300049,1349.890015,1341.099976,1344.250000,1344.250000,1024000
2019-12-12,1343.209961,1354.579956,1338.199951,1348.489990,1348.489990,1455700
2019-12-13,1347.900024,1351.349976,1341.660034,1346.869995,1346.869995,1658500
2019-12-16,1355.000000,1363.530029,1350.609985,1360.699951,1360.699951,1406400
2019-12-17,1362.410034,1364.329956,1350.770020,1354.890015,1354.890015,1647400
2019-12-18,1357.000000,1359.430054,1350.459961,1351.910034,1351.910034,1166500
2019-12-19,1351.910034,1357.530029,1348.750000,1356.439941,1356.439941,1446100
2019-12-20,1363.099976,1364.000000,1350.729980,1351.219971,1351.219971,2504500
2019-12-23,1358.729980,1361.849976,1348.000000,1350.630005,1350.630005,996800
2019-12-24,1350.209961,1352.010010,1344.170044,1344.430054,1344.430054,673400
2019-12-26,1346.550049,1363.199951,1345.510010,1362.469971,1362.469971,1183100
2019-12-27,1364.000000,1367.050049,1353.000000,1354.640015,1354.640015,1160600
2019-12-30,1356.810059,1357.000000,1337.839966,1339.709961,1339.709961,999700
2019-12-31,1335.790039,1340.660034,1332.130005,1339.390015,1339.390015,975700
